int_rate,mths_since_last_delinq,revol_util,tot_cur_bal,delinq_2yrs
18.49,,79.1,203553,0
7.89,,31.7,284193,0
24.5,49,68.5,104646,0
9.76,,45.3,,0
25.89,,88.8,179196,0
17.86,8,25.1,25946,1
12.29,34,58.5,325194,0
15.22,11,47.4,372771,1
13.98,12,62.8,150664,4
14.98,,34.4,33506,0
6.62,,29.2,32258,0
22.4,45,51.9,5452,0
17.86,17,55.7,33378,1
13.33,75,54.7,17280,0
16.29,38,58.7,296007,0
6.89,,49,269761,0
18.99,17,30.2,79223,1
8.39,,42,158322,0
10.64,,32.9,77318,0
10.99,50,44.9,42394,0
17.57,,76,175485,0
9.17,20,48.6,53045,1
16.45,62,81.8,,0
8.67,,65.1,21809,0
19.72,,79.2,29566,0
25.57,,33.5,92931,0
12.99,35,27.7,30681,0
7.9,,53.5,47002,0
13.11,44,59.9,24503,0
6.24,,46,52250,0
13.33,27,70.1,101116,0
7.9,14,60.1,320623,4
16.99,,69,39364,0
17.86,49,15.8,72247,0
12.99,,55.4,257697,0
11.48,40,53.4,105845,0
17.56,50,62,39340,0
21.49,40,76.2,252622,0
11.44,,50,33288,0
17.86,62,65.7,39073,0
12.69,,69.3,,0
19.99,,61.7,181743,0
12.69,59,66.8,327048,0
6.49,,41,136438,0
10.15,67,45.7,180182,0
13.99,,49.9,238221,0
13.33,,1.3,307552,0
12.05,,61.3,204564,0
9.17,,54.9,29100,0
7.51,,29.8,,0
17.86,71,83.7,28010,0
17.1,4,61.5,40400,1
9.17,,38.7,301960,0
21.99,,47.7,186579,0
13.33,29,72.1,341472,0
14.09,27,78.3,25024,0
13.99,27,96.6,197477,0
9.99,52,82.3,59717,0
13.49,,91.7,,0
16.55,16,46.9,22322,1
11.67,,36.8,146405,0
8.19,28,88.2,170274,0
13.99,49,17.6,58919,0
10.99,6,33.5,7648,2
13.11,,74.5,,0
19.42,3,62.8,,1
11.22,34,84.2,70116,0
14.65,47,25.6,28545,0
18.25,29,59.4,88329,0
7.49,,22.2,,0
6.03,66,18.9,,0
12.99,30,57,97463,0
20.8,14,50.5,55992,1
12.99,8,71.8,348762,1
11.99,12,44,16161,1
12.39,,70.7,331974,0
19.72,,86.2,18852,0
14.65,36,45,49684,0
15.61,,71.2,187494,0
12.29,,76,21233,0
11.22,10,12.7,55812,2
21.99,21,86.1,64946,2
17.77,61,31,,0
15.8,17,84.6,38353,1
13.35,70,37.3,64997,0
13.05,78,51.8,28316,0
14.83,33,98.5,,0
20.99,5,66.1,49894,1
14.65,,71.7,55377,0
13.33,51,39.8,40806,0
14.47,,54.3,86192,0
13.11,48,26,15258,0
19.05,75,59.3,39335,0
6.24,,25.1,217252,0
13.49,,36.4,,0
13.33,,66.9,179195,0
11.67,18,68.5,191504,1
12.29,,44.3,15249,0
14.65,76,70.7,510110,0
9.17,,32,176869,0
11.49,59,27,66010,0
9.17,,13.1,15099,0
15.31,51,46.2,6194,0
13.53,,30.8,81171,0
14.65,,67.6,,0
9.99,,42.6,32074,0
14.27,,97.6,,0
12.29,,42.5,12608,0
14.3,60,18.4,17105,0
10.64,24,63.6,32950,0
11.99,,65.4,302361,0
9.99,68,58.9,13163,0
9.99,,66.9,34550,0
8.9,46,68.6,31182,0
18.25,,49,68298,0
9.99,,61.6,24191,0
12.12,,79.9,,0
17.86,,64.2,30061,0
10.16,22,39.6,205782,1
19.97,51,53.7,81235,0
15.61,9,48.4,17257,1
17.14,,53,122880,0
16.99,,75.7,226775,0
9.99,40,60.7,229520,0
12.69,29,90.5,529972,0
13.99,,27.8,12421,0
6.92,,66,447152,0
24.99,7,34.8,361921,2
7.49,,30,350723,0
17.14,,75.2,212406,0
6.24,,19.5,225662,0
8.18,,35.2,32575,0
13.33,12,56.9,289377,1
11.44,23,77.4,195664,1
18.24,4,46.9,541303,1
12.69,52,82.7,49180,0
6.03,,33.7,76514,0
23.5,15,31.4,552741,2
15.96,26,55.3,,0
9.99,,49,164823,0
9.99,8,86.9,411243,3
6.62,71,41.3,,0
7.89,,78.7,271172,0
12.99,,78.4,52100,0
5.32,,35.7,414579,0
18.84,,76.6,103638,0
14.49,72,74.7,228445,0
7.26,,66.4,273653,0
9.17,15,32.2,204350,2
10.99,12,76.3,17369,1
16.99,54,100.6,188442,0
6.17,,12.9,,0
25.78,,69.2,45195,0
16.2,21,35,221101,1
6.24,66,18.3,12689,0
11.14,,76.6,66157,0
19.99,35,91,,0
17.86,,62.2,34703,0
10.15,60,91.7,122782,0
13.33,9,55.1,6780,1
7.26,41,66.7,252629,0
12.12,,24.3,182318,0
10.36,,36.88,,0
9.17,68,63.2,43758,0
12.69,,32.6,41812,0
11.44,49,8.9,149411,0
7.9,58,80.5,314353,0
14.65,,47.4,35887,0
12.29,,49.1,179596,0
19.24,38,49.7,22506,0
20.99,27,87.3,148651,0
14.65,30,54.6,,0
14.99,32,61.2,47867,0
7.62,,16.6,,0
17.86,,92.9,188442,0
14.16,49,87.9,222348,0
13.66,,49,409864,0
9.99,6,25.4,28023,2
14.33,36,59.3,441703,0
6.39,,13.8,2282,0
18.24,,83.3,212376,0
10.49,,89.4,106542,0
25.8,,38.7,22983,0
12.69,66,39,27216,0
18.99,,70.4,7528,0
17.57,17,70.8,112543,1
12.99,3,51.5,43048,1
13.98,79,44.2,252756,0
14.27,,58,,0
7.89,,54.1,36064,0
6.89,,53.2,124940,0
18.99,65,56.1,73568,0
7.12,,48.9,387734,0
18.49,5,68.4,58096,1
20.99,1,47.3,465630,3
19.19,23,46.3,8554,1
6.89,,73.2,47636,0
16.29,,80.7,168196,0
19.99,,0,257727,0
7.88,,45,,0
13.67,,91,229208,0
13.99,,34.4,13059,0
7.26,32,15.7,668887,0
22.99,,62,19950,0
13.99,51,16.5,49958,0
17.57,,63.4,6842,0
8.19,,55.2,29769,0
11.99,,73.4,150495,0
13.98,,64.2,105664,0
16.99,11,13.1,340,1
19.47,10,95.2,151575,2
24.5,,83.5,178352,0
10.15,,88.2,383928,0
14.49,47,76.2,464381,0
21.67,,92.3,102145,0
11.53,,63.2,50399,0
9.17,53,55.1,37867,0
8.49,,13.8,111552,0
8.19,,33.6,51366,0
15.61,,101.3,22757,0
14.99,48,47.2,255852,0
13.66,,67.2,703713,0
13.67,,62,304512,0
17.56,56,85.4,329371,0
6.39,,22,9602,0
7.26,50,47,768292,0
8.39,36,20.6,118213,0
9.17,31,55.4,17508,0
15.61,,99.6,16089,0
9.67,7,61.2,687245,1
6.89,5,59.5,218656,1
16.29,,39.1,8797,0
12.59,,74.2,38830,0
13.24,9,31.2,,1
11.99,,65.2,,0
10.99,,42.5,290019,0
18.99,15,66.2,126300,2
18.55,46,91.9,36235,0
9.17,,13.8,5867,0
6.39,29,28.5,152754,0
14.99,74,74,38503,0
22.45,,73.4,16079,0
13.98,27,71.7,7459,0
6.17,,23.3,,0
19.99,78,99.4,327253,0
9.17,11,81.1,56540,2
13.99,38,55.6,128601,0
15.61,62,58.1,196330,0
18.99,80,47.8,32443,0
22.47,55,36.2,100183,0
21.67,28,92.1,,0
12.99,45,96.5,129879,0
13.98,22,59.5,16233,1
11.14,,33.8,337927,0
15.31,,11.8,,0
11.67,24,69.6,23210,0
13.98,12,54.3,42560,1
18.25,,97.7,322904,0
8.67,17,45.1,197147,1
6.92,,49.2,567968,0
15.61,,48,13402,1
9.99,59,57.3,524640,0
15.61,46,62.7,50592,0
10.99,,45,49648,0
6.99,5,24.1,280275,10
8.19,,4.5,154241,0
13.98,74,59.2,357750,0
8.67,76,60,141559,0
8.18,12,13.2,12680,1
11.44,,52.3,188680,0
9.99,21,34,43825,1
9.17,,39.3,13970,0
16.78,21,84.7,273508,1
16.99,,35.7,15830,0
13.33,5,60.8,33232,2
19.52,,78.3,37263,0
11.53,,63.9,41414,0
12.29,68,58.1,453931,0
11.53,46,81.3,408848,0
9.17,,11.9,242591,0
15.61,72,84.8,8817,0
18.55,26,64.6,228312,0
14.49,67,77,29076,0
12.29,31,41.3,38579,0
10.99,,51.8,540463,0
6.49,69,18.2,88536,0
15.61,3,46.1,88341,1
14.09,5,61,186516,1
19.99,,99.3,92536,0
19.99,55,77.1,18691,0
10.99,,44.5,129813,0
13.11,27,67.5,,0
18.24,18,69.2,28542,3
11.53,,25.7,27131,0
21.48,,66.3,249804,0
12.12,,36,,0
5.32,,58.8,285125,0
14.65,,68.9,167545,0
10.99,21,50.2,84095,3
23.76,,70.4,256508,0
13.11,24,31.1,6063,0
14.3,30,70.5,39450,0
15.88,,46,74180,0
11.53,7,62.1,18624,2
16.2,,91.1,26430,0
12.29,28,44.7,391009,0
8.18,15,32.1,341752,1
5.93,3,7.8,128811,1
10.49,,68.4,466208,0
15.61,,47.5,305755,0
5.42,,10.3,,0
9.99,,33.1,19014,0
13.72,36,13.9,,0
13.98,,76,245655,0
17.77,,66.6,20374,0
15.61,58,51.4,85831,0
14.65,67,29.7,137804,0
10.25,,18.3,,0
12.69,,66.5,42774,0
15.61,,65.7,40729,0
7.89,15,54,173936,2
14.09,8,88.9,170322,2
13.98,20,69.7,264589,1
7.14,,77.3,,0
9.17,,66.4,438020,0
16.59,29,71.9,7173,0
7.91,44,15.1,276937,0
9.49,,98.2,289252,0
22.15,,96.6,46988,0
12.88,58,39.4,77008,0
22.9,10,28.3,15082,1
18.2,,68,284707,0
10.99,19,70.6,26456,1
20.5,,92.5,167536,0
17.86,24,87.2,71143,0
9.99,50,51.2,185748,0
19.19,46,70.1,282572,0
8.18,,33.9,122325,0
21,,87.2,10938,0
12.99,,46.3,38879,0
9.17,9,44.6,81581,1
16.99,50,32,65415,0
9.62,,66.3,,0
13.35,2,44.4,356769,13
19.22,63,69.9,36939,0
14.65,34,96.7,45064,0
15.21,52,77.1,,0
16.55,5,89.6,450127,2
7.9,21,61.2,305098,1
8.67,30,71.4,374167,0
12.69,21,60.1,60760,16
10.99,27,37.2,30386,0
14.31,26,64.6,9236,0
8.39,43,48.5,17316,0
10.99,,62.7,160955,0
7.9,,47.1,116734,0
16.99,,58,13162,0
17.57,19,85.4,300180,1
16.46,22,89.8,,1
15.61,62,67.9,245750,0
11.44,34,77.9,4922,0
13.99,39,62.6,21487,0
10.99,,60.4,25347,0
9.17,19,4.4,39402,6
17.76,22,86.4,54075,1
14.65,,62,351847,6
10.59,6,34.3,,1
7.89,67,49.9,138204,0
12.69,,40.8,67139,0
12.49,14,44.4,123279,2
8.38,71,70,80926,0
12.49,79,43.6,26566,0
25.83,12,66.9,18800,1
13.99,,83.3,,0
8.9,,40.7,,0
11.49,5,40,,2
7.49,,7.1,515673,0
15.61,7,2.8,9449,3
18.55,30,74.9,180419,0
13.98,,92.6,33072,0
5.32,38,23.4,29948,0
11.49,45,35.2,,0
7.62,27,42.8,292999,0
6.03,38,20,35708,0
18.25,11,60.3,,1
16.29,,25.4,12560,0
16.99,39,28,219807,0
21.49,,50.9,75173,0
13.99,38,42.9,54694,0
11.44,,58.9,433968,0
14.65,,33.1,22559,0
14.99,8,35,41083,1
9.17,5,61.4,23578,2
10.99,,67.1,226371,0
11.99,40,48.3,65535,0
13.98,,67.2,64031,0
23.7,,38.4,23487,0
15.41,,44.7,22673,0
18.99,18,82.6,71537,2
10.99,,77.1,,0
11.99,,87.9,515861,0
5.32,,52,27429,0
15.1,,23.3,13536,0
16.99,16,81.1,185040,1
12.49,,33,9383,0
14.99,61,73.5,5000,0
12.29,,67.2,54202,0
11.53,47,58.5,131512,0
5.32,,44.5,219781,0
17.99,10,85.4,,1
21.18,4,38.3,472351,6
15.61,81,63.1,16037,0
9.76,,58.4,75100,0
9.67,9,31.7,230334,1
13.65,,47.8,324768,0
7.89,,48.4,36018,0
15.31,30,38.8,153235,0
10.99,22,34.7,9764,1
7.26,,30.7,291072,0
10.99,,75.1,85537,0
12.69,26,50,78722,0
12.69,80,80.2,233061,0
12.59,,47.5,44652,0
7.62,,34.1,446497,0
13.33,,49.7,12654,0
16.99,65,53.3,180871,0
13.33,60,32.7,32576,0
11.53,,41.9,45097,0
8.9,29,40.7,302324,0
8.49,,65.5,196077,0
8.39,16,21.8,326971,1
16.29,30,70.1,9108,0
11.53,9,86,346376,6
12.49,,38.5,9728,0
12.99,,45.3,287154,0
10.99,11,63.6,412946,1
17.57,,63.1,168329,0
13.67,,34.2,,0
22.06,,40.2,,0
19.19,,32,5959,0
12.99,6,85.1,11763,1
10.99,,77.2,35566,0
15.61,21,96.6,188339,1
13.99,,45.2,428474,0
7.49,,17.7,,0
12.99,,28,2180,2
19.99,15,70.7,129646,1
10.64,13,29.7,228981,1
14.33,17,80.7,,1
15.88,,64.7,21557,0
13.67,10,51.5,10195,1
13.99,,45.5,37259,0
14.99,,62.7,48753,0
9.17,6,48.1,166014,2
17.57,,54.9,323952,0
18.99,,92.3,265068,0
16.29,24,83.4,,0
10.99,,14,398576,0
7.26,,95.6,541072,0
6.24,15,62.3,446434,1
8.18,13,38.1,161303,1
10.49,,72.3,29481,0
20.5,43,49.6,40489,0
15.41,17,58,60007,4
13.99,11,71.8,235296,1
15.61,,45.8,55595,0
7.89,49,39.5,33558,0
12.69,,72.1,360166,0
8.18,,28.1,475416,0
14.33,,71.9,18820,0
19.05,,49.8,79734,0
5.32,,36,397367,0
13.65,3,56.7,187076,1
12.99,,69,78763,0
17.86,,47,29904,0
14.47,,44.1,15164,0
20.2,13,88.5,27286,5
19.22,42,26.6,37203,0
16.99,,73.2,91079,0
6.99,21,31.4,145034,4
8.18,27,29,215611,0
13.99,25,44.4,19214,0
18.84,,54.7,85208,0
13.67,11,73.8,155700,2
12.99,40,85.5,203079,0
12.99,,75.9,9186,0
8.9,,30.4,51657,0
18.99,,68.9,13751,0
5.32,,20.4,204214,0
13.98,13,31.4,90107,1
8.18,,32.6,415408,0
18.92,,93.8,57362,0
16.59,42,65.2,12115,0
19.19,8,29.5,172933,1
16.55,5,72.8,173825,2
12.29,,81.3,276467,0
9.17,,63.7,317416,0
10.99,,47.9,8408,0
13.67,15,43.1,12483,1
15.61,13,71.4,128769,1
15.61,45,72.3,54400,0
12.29,6,14.5,4224,2
7.89,,4.5,76555,0
19.22,,67.9,92838,0
5.32,57,65.2,124804,0
18.99,,112.1,15616,0
13.66,12,65,38159,3
17.57,64,43.8,8492,0
5.32,53,11.4,456830,0
6.91,,39,,0
16.99,56,39.6,68334,0
19.99,59,66.7,50614,0
12.29,69,29.2,135629,0
10.99,,23,221242,0
21.99,,95.9,49924,0
25.99,14,60.7,293631,1
8.67,9,32.3,282340,1
11.99,,0.7,50586,0
11.55,11,43.2,93414,1
12.69,29,82.6,42631,0
18.49,,36.7,76746,0
11.53,,36.9,57562,0
12.99,,77.8,16428,0
24.5,,42.7,6657,0
7.26,,46.1,98011,0
10.49,33,73.5,10659,0
10.99,5,61,124660,2
10.64,,57.5,127446,0
22.99,6,20.6,32213,1
8.9,,58.5,160203,0
16.99,11,9.8,41550,5
13.99,6,54.6,27540,1
7.62,12,14.7,22396,1
21.98,,92.5,38225,0
8.18,,36.2,184118,0
18.25,37,70.1,17613,0
11.44,10,46,274223,1
9.99,41,72.7,50152,0
10.99,,50.9,188761,0
8.18,,68.4,642510,0
14.65,38,58.3,225952,0
22.15,25,74.3,255570,0
16.59,40,64.6,282350,0
15.41,,42.4,263364,0
9.99,43,49.3,223865,0
18.3,8,53.3,,1
8.67,62,52.7,26529,0
10.99,6,73.8,93545,1
13.67,10,91.3,305249,1
10.16,29,81.1,265312,0
10.99,,69.9,274091,0
14.16,,72.2,25341,0
18.49,,81.3,31659,0
7.89,8,48.1,29837,1
12.29,28,87,234470,0
12.69,30,61.3,27258,0
15.61,25,78.5,327726,0
16.24,,56.5,34612,0
10.99,65,49.6,,0
7.89,20,24.2,30263,1
16.78,,60.3,1728172,0
12.59,35,52.7,14828,0
6.92,,58.3,53091,0
8.18,,25.4,217575,0
10.99,,41.3,506505,0
13.98,30,65.6,182649,0
15.61,,16.8,1614,0
12.29,13,46.7,571922,2
18.25,,61,102437,0
9.99,74,74.7,35913,0
13.11,,68.9,,0
12.29,,39.1,92086,0
7.9,35,27.6,30499,0
13.66,16,73.6,24008,1
14.99,,46.2,27073,0
8.18,,68.1,8171,0
13.98,26,85.8,284513,0
8.18,,71.7,45285,0
19.99,28,41.3,9880,0
11.99,15,86.6,237826,3
7.9,18,41.1,203618,3
17.27,44,62.2,18639,0
12.69,8,35.7,66094,1
6.89,62,37.9,27011,0
10.99,,54.2,205853,0
7.26,,67.7,32151,0
22.99,19,11,77623,1
25.8,52,60.5,15885,0
14.49,41,38.2,121303,0
13.99,29,93.3,49424,0
14.99,,83.3,319076,0
6.92,,82.2,254709,0
8.18,48,30,19523,0
7.69,50,30.4,268133,0
10.15,12,35.6,29690,2
16.49,,26.7,23707,0
15.61,,33.2,22494,0
15.1,45,46.6,32190,0
23.43,,53.9,23876,0
15.41,,63.7,42606,0
20.99,44,28.6,20738,0
13.98,18,41.6,12319,1
13.33,,27,14263,0
15.61,2,25.1,51986,3
8.49,,8.6,247505,0
7.62,,54,,0
19.19,26,65.7,11559,0
10.65,,9.1,,0
6.24,21,38.9,327297,2
13.35,15,40.7,282257,2
9.99,,24.4,4256,0
20.2,,99.4,47783,0
14.33,30,49.5,22129,0
17.57,,41.2,10879,0
11.14,18,72.1,396040,1
18.84,17,86.1,590912,1
12.49,17,25.8,131135,1
9.76,,28.8,4004,0
11.26,47,42.8,,0
11.22,11,79.8,155696,2
8.18,,40.5,266242,0
9.17,74,25.5,116622,0
9.17,,63,192232,0
14.09,30,73.1,215907,0
6.03,44,33.1,173465,0
12.49,7,68.5,199724,2
23.28,45,57.8,40049,0
12.59,38,30.8,70510,0
13.33,,52,199968,0
7.89,4,15.7,3733,1
9.17,56,30.1,31355,0
9.99,48,81,196091,0
9.67,10,71.6,426180,2
11.53,33,48.1,28136,0
9.17,61,63.9,193743,0
17.86,,46.9,26828,0
15.41,25,90.6,31072,0
15.65,,95.2,,0
7.89,58,70.6,132916,0
15.61,,26.8,191420,0
6.62,57,16.3,215034,0
13.35,,49.8,66417,0
11.14,22,53.9,27100,1
7.9,,1.1,710,0
16.29,,97.9,23195,0
14.99,54,80.1,298844,0
13.18,,21.1,140225,0
9.99,,28.4,357604,0
15.31,,33.9,,0
21.48,17,37.2,197429,2
10.99,63,54.7,46449,0
6.89,,102.9,26500,0
5.93,,66.1,562941,0
18.55,,25.5,57431,0
13.99,43,28.6,168814,0
7.49,,55.9,112457,0
19.52,,29.9,140776,0
19.99,,44.1,344661,0
13.33,,98.7,39790,0
10.16,,32.1,5390,0
12.29,24,26,36946,1
6.62,,27.7,10283,0
19.72,,64.9,448261,0
11.53,14,13.9,11468,1
7.69,16,24.7,124976,1
7.89,,16.2,238011,0
15.61,,71.5,350965,0
12.99,9,92,130010,1
14.99,,81.9,494503,0
17.57,,77.9,512383,0
12.29,34,52.2,205435,0
10.99,35,66.5,63585,0
16.55,,51.6,247706,0
18.25,12,71.9,46829,1
17.57,23,83.6,146709,1
17.57,,37.7,174464,0
11.44,,51.9,294241,0
11.67,,65.9,22230,0
15.99,30,83.4,,0
9.99,62,48.3,17276,0
18.25,25,69,,0
8.9,,78.5,,0
8.9,94,17.9,52717,0
5.42,,66.1,,0
16.99,,58.5,60380,0
11.99,,16.7,247349,0
17.27,3,81.1,,1
12.12,,63.4,320026,0
13.33,,42,41504,0
17.76,,40,5900,0
16.29,,45.2,108374,0
25.83,31,58.8,35362,0
13.65,20,63.1,148386,1
9.99,68,56,640616,0
11.67,,61.2,54538,0
14.99,37,35.8,49067,0
18.25,,79.8,69867,0
18.75,8,62.4,20132,2
8.39,26,61.1,92866,0
9.17,9,43.5,279959,2
5.32,38,43.8,146182,0
6.92,,43.4,6865,0
16.55,,7.1,59905,0
11.53,,37.6,278360,0
7.49,,43.8,,0
11.99,,40.8,442603,0
14.49,3,11.5,101820,2
11.99,32,44.3,34732,0
10.99,46,50.3,5784,0
20.31,14,47.6,420023,1
7.49,,41.3,29085,0
10.16,10,63,199571,1
7.89,60,68.6,56886,0
22.15,33,46.7,67436,0
11.99,4,20.9,28961,1
6.92,6,91.4,76874,1
16.99,23,66.6,552888,1
10.99,30,77.6,151923,0
14.31,,67.8,96360,0
7.89,10,35.7,11429,4
9.71,53,85.8,46616,0
13.33,,28.4,35106,0
13.35,13,58.2,171654,1
9.99,15,61.7,250980,2
9.17,21,78.8,56154,1
16.49,,97.3,97447,0
15.31,44,65.2,135342,0
11.71,,92.2,,0
6.89,59,25.2,32252,0
16.99,,55.5,14381,0
6.24,24,17.7,140760,0
14.65,,23.8,37800,0
10.99,,73.3,350924,0
10.99,,39.2,,0
9.17,,91.3,94445,0
7.51,,25.8,,0
6.49,,84.9,631567,0
8.19,,22.2,121935,0
14.33,,61.2,40790,0
12.99,9,24.7,17878,1
19.19,63,69.2,86519,0
18.54,,81,204169,0
8.18,,75.2,170048,0
13.99,36,69.2,142449,0
13.99,,49.7,140649,0
13.33,25,27.4,31375,0
15.41,31,88,43844,0
15.61,55,79.8,3563,0
8.39,,66.3,304139,0
10.37,,15.6,,0
18.92,36,56.4,120706,0
14.33,,79.2,39009,0
11.53,,67.5,50450,0
18.2,13,30.4,13134,2
14.79,22,74.5,,1
17.27,,72.7,,0
8.18,63,6.7,180621,0
12.39,,53.9,48414,0
14.65,26,48,21782,0
16.24,23,79,199300,1
17.1,7,39.5,4738,1
20.2,44,81,64714,0
15.7,,87.4,,0
15.61,,62,86205,0
13.79,31,51.6,,0
7.26,15,44.5,9651,1
12.69,62,40,7713,0
24.7,8,36.2,183749,1
13.61,22,40.9,,1
16.99,40,96.5,16835,0
13.11,,72.2,27492,0
18.84,39,43.7,246104,0
8.18,,86.5,640667,0
6.03,,4.5,193620,0
12.12,,36.5,522544,0
18.92,,54.4,74953,0
12.29,62,9.8,147626,0
11.44,,97.4,147303,0
19.52,37,27.3,22823,0
8.18,,53.9,213389,0
15.61,21,85.5,320675,1
24.5,78,79.5,301506,0
7.9,58,53.2,,0
13.99,55,43.6,43070,0
17.1,25,89.4,744474,0
7.26,,48.6,773236,0
12.61,,97.1,,0
19.52,66,41,43240,0
20.99,,70,27282,0
16.99,,28.1,8124,0
13.98,,73.9,,0
13.33,76,46,565872,0
7.89,,63.1,34877,0
7.62,,6.5,1724,0
14.65,,33,256620,0
25.99,44,41.2,80993,0
10.16,,61.8,190011,0
13.33,,87.1,231814,0
13.68,,82.2,18616,0
10.15,59,40.7,43685,0
8.32,,19,,0
16.29,,83.5,16534,0
11.53,38,42.3,175731,0
11.53,,34.1,34542,0
6.92,26,51.9,15474,0
7.12,,10.7,7462,0
9.99,12,39,13346,1
6.89,,7.6,406497,0
10.15,,53.9,69548,0
7.89,43,31,28205,0
11.53,27,52.5,113746,0
14.65,64,72.4,16988,0
11.55,10,40.2,60180,1
6.24,,26.6,569266,0
16.29,54,61.7,216939,0
9.25,,18.5,163826,0
7.69,,79.2,13210,0
9.17,,22.3,11074,0
8.9,,55.4,6706,0
19.05,,70.1,172865,0
17.57,63,44.2,37482,0
11.53,18,43.1,205373,1
15.31,56,59.4,26433,0
17.14,30,55.2,42988,0
14.09,,78.7,88811,0
10.15,50,51.1,180090,0
9.17,36,108.2,32613,0
12.59,,37.2,39890,0
6.03,18,10.2,216012,1
18.55,72,97.9,,0
17.57,,62.3,74176,0
13.53,58,85.1,90124,0
15.88,,73.8,142266,0
10.49,25,39.5,15288,0
5.42,,9.4,,0
21,,70.7,51614,0
14.33,,71.5,154344,0
14.49,13,58,131374,2
12.69,,44,,0
14.31,49,98.5,40834,0
9.17,10,55,42111,1
11.67,,95.5,2482,0
13.99,,30.5,8915,0
14.33,,47.4,224748,0
8.18,,38.1,19127,0
16.4,39,52.6,,0
17.27,,97.5,,0
9.17,62,75.9,35497,0
16.99,7,8.2,137494,1
11.99,59,47,11911,0
8.9,,34.6,,0
9.17,,49,459288,0
7.62,,50.3,263613,0
13.98,,55.4,6205,0
13.99,55,57.5,476942,0
12.88,,87.5,360540,0
10.99,38,74.1,734040,0
18.25,,93,100906,0
19.99,,53,107784,0
9.71,,76.4,10843,0
9.8,,1.8,69448,0
13.33,30,32,8213,0
10.99,36,21.4,41243,0
13.18,34,89.7,17276,0
8.19,,28.4,165752,0
7.89,,31.9,149417,0
16.99,,35.8,16384,0
14.3,11,24.6,18001,1
12.29,,72.1,21232,0
16.2,,45.8,13265,0
13.35,,58.1,14806,0
18.24,11,82,35685,2
19.48,,40.7,36247,0
13.35,,32.3,38436,0
6.03,,28.4,,0
22.99,,79.4,427946,0
18.55,18,31.5,129410,1
10.49,,58.3,260895,0
12.29,40,97.7,206149,0
11.99,,78,12708,0
12.29,,42.5,189775,0
13.33,,49.4,141414,0
15.61,,99.7,18956,0
10.99,42,43.6,57712,0
17.77,,65.1,41520,0
21.15,78,91.8,243246,0
17.56,,99.5,24975,0
5.99,,6.3,,0
10.99,53,17.6,41637,0
12.49,,50.1,12231,0
14.65,13,101.3,45915,2
17.27,,89,,0
11.53,46,82.6,458438,0
14.98,,66.2,163441,0
16.29,13,75.1,,1
11.99,30,78.6,26026,0
16.55,,22.2,38411,0
12.99,,30.2,181754,0
11.53,,13.4,66557,0
15.61,70,33.7,769240,0
11.99,19,59.7,7180,1
6.24,63,41.3,196950,0
14.49,,49.6,54533,0
9.17,,16.7,18259,0
6.03,,23.9,,0
8.18,43,75.1,51273,0
8.9,,76.6,146793,0
10.99,,63.1,19748,0
13.11,66,63.6,28421,0
12.99,46,60.9,305870,0
10.91,0,61.3,,0
14.31,27,53.5,83370,0
13.18,,41.6,11207,0
12.12,,11,252606,0
9.71,14,76.8,117311,1
6.89,,76.2,38458,0
13.33,,61.4,98176,0
12.69,77,68,139903,0
8.67,,70,277310,0
19.99,,46.7,86409,0
25.57,,67.2,32235,0
13.67,,39.2,25019,0
16.2,40,42.2,216884,0
6.99,,78.2,262691,0
14.99,5,57.4,144124,3
7.88,59,56.4,,0
7.9,,50.1,,0
6.03,,15.2,,0
10.99,,84.2,28843,0
20.99,27,92,187355,0
7.26,,90.5,21945,0
19.99,,22.2,196563,0
6.03,,28.8,462181,0
18.55,21,78.2,,1
9.99,,56.2,147385,0
10.74,,37.7,,0
5.32,,43.6,259360,0
18.49,46,55.9,31204,0
12.39,8,86.7,277511,1
20.2,,52.3,58241,0
5.32,,39.9,348704,0
11.67,,48.4,7595,0
13.98,,76.7,14413,0
13.35,,57.6,252649,0
7.26,12,38.7,219889,1
17.57,,44,46435,0
9.99,7,37.2,7222,1
17.14,,75.8,105211,0
12.39,,100.8,37737,0
9.17,47,18.9,13372,0
14.65,17,53.9,31026,1
15.99,12,53.2,76628,2
9.17,,44.8,198709,0
15.88,10,8.5,14849,1
12.29,30,65.4,38840,0
6.89,,19.1,160199,0
16.29,15,97,79043,1
18.49,,95.5,178504,0
6.99,,22.3,140580,0
15.41,,80.5,299964,0
21,,62.3,55509,0
6.89,,37.2,429287,0
11.67,,13.1,2359,0
15.61,6,57.3,67670,2
13.99,,0,22223,0
11.44,,64.8,278227,0
6.89,29,42.2,42393,0
9.17,,51.2,180159,0
13.68,,87.8,32872,0
9.17,40,15.6,30113,0
9.17,19,49,15888,1
14.49,46,48.1,22694,0
8.9,,42.5,31499,0
11.22,4,22.5,33590,4
19.52,,78.5,60546,0
8.9,50,56.4,111235,0
15.61,,35.9,34351,0
21,75,83.7,160783,0
19.03,12,57.5,,2
18.25,,84.3,36376,0
12.29,26,74.1,291027,0
19.42,18,55,,1
16.29,,83.7,,0
12.12,7,74.6,85262,1
10.99,,65.5,78560,0
15.61,,23.4,24132,0
25.78,47,68.5,39584,0
13.99,21,86.1,170728,1
7.26,52,20.7,141738,0
14.49,,69.2,48308,0
11.44,21,80.5,24727,2
16.59,7,74.2,298509,2
